annotation,headPosition,headRotation,gazeOrigin,gazeHitPosition,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,HitByHandPointer,HitByGazePointer,buttonClicked,timestamps,gazeDirection,hand2GazePointersDistance,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeHitPositionVelocity,handsEndPointVelocity,gazeDirectionVelocity,headPositionNorm,gazeOriginNorm,gazeHitPositionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,gazeDirectionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeHitPositionVelocityNorm,handsEndPointVelocityNorm,gazeDirectionVelocityNorm
other,[1.01812494 0.02518172 1.60120583],"quaternion(0.929527759552002, 0.2752925157547, -0.236388936638832, 0.0656701400876045)",[1.0168848  0.02017753 1.61538553],[ 0.83936918 -0.36010948  2.08958936],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,116.9617,[-0.17751563 -0.38028701  0.47420382],0.0,[-0.0002528   0.0463917  -0.02759625],[ 0.11504123  0.02159324 -0.40453068],[0. 0. 0.],[0. 0. 0.],[-0.00757512  0.01664199 -0.00596139],[0. 0. 0.],[-0.01692376 -0.00599011 -0.01113908],1.8976492313401072,1.9089086555305204,2.2804830925586104,0.0,0.0,0.0,0.0,0.6332450357038425,0.053979690414678726,0.4211244783432445,0.0,0.0,0.019232172626163,0.0,0.02112756995979632
other,[1.01805997 0.03710439 1.59411359],"quaternion(0.944138288497925, 0.222990825772285, -0.237281769514084, 0.0507488250732422)",[1.01622534 0.02076466 1.61388183],[ 0.83742237 -0.35583249  2.08805728],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,117.2187,[-0.17880297 -0.37659715  0.47417545],0.0,[ 0.00990476  0.04959549 -0.04065235],[ 0.14517652  0.01719411 -0.55751407],[0. 0. 0.],[0. 0. 0.],[0.00134197 0.01600212 0.0007479 ],[0. 0. 0.],[-0.0191596   0.00958664  0.00038911],1.8918300580872527,1.9072911833736717,2.277690977544352,0.0,0.0,0.0,0.0,0.6313780733371831,0.06488782373361288,0.5763625599851011,0.0,0.0,0.016075694506312896,0.0,0.021427678291728036
information_assimilation_augmentation,[1.02044702 0.0490569  1.58431637],"quaternion(0.955394506454468, 0.169621482491493, -0.238946989178658, 0.036800105124712)",[1.01549542 0.02261179 1.6117022 ],[ 0.83774579 -0.35197598  2.08823752],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,117.4597,[-0.17774963 -0.37458777  0.47653532],0.0,[ 0.00937626  0.02979683 -0.04767747],[ 0.05606143 -0.00704768 -0.3041634 ],[0. 0. 0.],[0. 0. 0.],[-0.01813029  0.08362621 -0.01498164],[0. 0. 0.],[-0.08435436 -0.02651014 -0.05230322],1.8851464295943303,1.9050790623028624,2.277375912522859,0.0,0.0,0.0,0.0,0.6316619656463428,0.0569991774593873,0.30936698034001814,0.0,0.0,0.08687058866197607,0.0,0.10273301666414886
information_assimilation_augmentation,[1.02277327 0.0564495  1.57248759],"quaternion(0.959757566452026, 0.143626630306244, -0.23919004201889, 0.0320145338773727)",[1.01575685 0.02476278 1.60973489],[ 0.83324766 -0.33122832  2.08452058],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,117.7078,[-0.18250918 -0.3559911   0.47478569],0.0,[ 0.00596325  0.04650871 -0.0322446 ],[ 0.21329061 -0.00332797 -0.98174871],[0. 0. 0.],[0. 0. 0.],[-0.02877993  0.1451211  -0.02398192],[0. 0. 0.],[-0.15535394 -0.04334961 -0.09222181],1.876690951652752,1.9035812537957952,2.269193668346077,0.0,0.0,0.0,0.0,0.6208548235966954,0.056906366130609114,1.0046564042256785,0.0,0.0,0.1498784482599482,0.0,0.18579262385353448
information_assimilation_augmentation,[1.02455986 0.0703835  1.56282711],"quaternion(0.966311156749725, 0.0621763914823532, -0.249340981245041, 0.0143534066155553)",[1.01627481 0.02967931 1.60527849],[ 0.82462519 -0.28775004  2.0773356 ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,118.0074,[-0.19164962 -0.31742935  0.4720571 ],0.0,[ 0.0074672   0.03464903 -0.04205648],[ 0.12511821 -0.0075664  -0.67342985],[0. 0. 0.],[0. 0. 0.],[-0.03554203  0.20303654 -0.0122351 ],[0. 0. 0.],[-0.24893766 -0.04703708 -0.1326953 ],1.8700548953764775,1.9001616740244407,2.2534706504420887,0.0,0.0,0.0,0.0,0.6002740000016359,0.055000564054325005,0.6849960470120862,0.0,0.0,0.20648673267926504,0.0,0.28599036288963403
information_assimilation_augmentation,[1.02647519 0.07927098 1.55203962],"quaternion(0.969354152679443, 0.0175083130598068, -0.244969129562378, 0.0060052927583456)",[1.0169698  0.03596944 1.59996462],[ 0.81550866 -0.23567116  2.07419729],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,118.2639,[-0.20146114 -0.2716406   0.47423267],0.0,[ 0.00837687  0.02921774 -0.03799731],[ 0.22555225 -0.00147554 -0.71778374],[0. 0. 0.],[0. 0. 0.],[-0.1491553   0.00496597  0.27307658],[0. 0. 0.],[-0.18814602 -0.03278111 -0.09870427],1.8624613280861932,1.8961561527147535,2.241180422205965,0.0,0.0,0.0,0.0,0.5824704568565022,0.04865844217506482,0.752389193375731,0.0,0.0,0.3111957254845576,0.0,0.2149792094488721
information_assimilation_augmentation,[1.02839684 0.08597353 1.54332304],"quaternion(0.968317985534668, -0.0232680384069681, -0.24854102730751, -0.00680069159716368)",[1.01737964 0.04113434 1.59526861],[ 0.78129244 -0.23453197  2.13684106],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,118.4933,[-0.2360872  -0.2756663   0.54157245],0.0,[-0.00023476 -0.02118263 -0.04583605],[-0.00948654 -0.02794761  1.05384307],[0. 0. 0.],[0. 0. 0.],[-0.2177549   1.2486676  -0.13467826],[0. 0. 0.],[-1.47077977 -0.26302949 -0.77504062],1.8565660571014346,1.892520884284995,2.287250058290855,0.0,0.0,0.0,0.0,0.6519430948167714,0.050494581177199495,1.0542562669158804,0.0,0.0,1.2746474794627836,0.0,1.683171292976506
information_assimilation_augmentation,[1.0283463  0.08141291 1.53345454],"quaternion(0.968800067901611, 0.0330283343791962, -0.245554372668266, -0.00621471460908651)",[1.02067137 0.0841138  1.54770827],[0.73440981 0.03430616 2.10784483],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,118.7086,[-0.28626156 -0.04980763  0.56013656],0.0,[-0.00818415 -0.00632543 -0.15810719],[ 0.40700549  0.06165938 -0.27322536],[0. 0. 0.],[0. 0. 0.],[-0.01083403 -0.00330827 -0.00547855],[0. 0. 0.],[ 0.00273179 -0.01203981  0.00032552],1.8481360862699447,1.8558680098614952,2.2323853847770376,0.0,0.0,0.0,0.0,0.6310146134494532,0.15844518306528046,0.49407230806593894,0.0,0.0,0.012583142955817856,0.0,0.012350128323491435
information_assimilation_augmentation,[1.0259999  0.07959941 1.48812521],"quaternion(0.970248520374298, 0.0131067913025618, -0.239285379648209, -0.0344757623970509)",[1.02064598 0.08383168 1.54492998],[0.73130369 0.03335768 2.10627413],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,118.9953,[-0.28934228 -0.05047399  0.56134415],0.0,[ 0.00982483 -0.05572682 -0.26101591],[ 0.29491319  0.0220614  -0.04100284],[0. 0. 0.],[0. 0. 0.],[-0.03719827 -0.01458389 -0.01329956],[0. 0. 0.],[ 0.01195794 -0.03619586  0.00290907],1.8092894998710862,1.8535249135529763,2.229867378769769,0.0,0.0,0.0,0.0,0.6335407108783819,0.267079227417613,0.2985661162595127,0.0,0.0,0.042110321443937115,0.0,0.03823081263105135
information_assimilation_augmentation,[1.02812207 0.06756242 1.43174577],"quaternion(0.974717736244202, 0.00996488519012928, -0.21845455467701, -0.0458660088479519)",[1.02051997 0.08294342 1.53769052],[0.72326887 0.03020756 2.10340142],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,119.2113,[-0.29725111 -0.05273585  0.5657109 ],0.0,[ 0.01697102 -0.06715344 -0.22007357],[ 0.04033123  0.02700478 -0.11985829],[0. 0. 0.],[0. 0. 0.],[-0.00575993 -0.01635859 -0.0015306 ],[0. 0. 0.],[-0.00142371  0.03293062  0.00232173],1.763943198825997,1.8473853846894968,2.2244837365906234,0.0,0.0,0.0,0.0,0.6412239193774562,0.23071622347274648,0.12931309576008349,0.0,0.0,0.017410424977120326,0.0,0.033043049465511905
information_assimilation_augmentation,[1.03268218 0.04951829 1.372612  ],"quaternion(0.979199469089508, 0.00235373782925308, -0.198093339800835, -0.0438395887613297)",[1.02093804 0.07978025 1.52100492],[0.72172117 0.02581201 2.10299015],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,119.48,[-0.29921687 -0.05396824  0.58198524],0.0,[ 0.2054299  -0.01862232 -0.23301089],[-1.05483648 -0.0726005   0.27141832],[0. 0. 0.],[0. 0. 0.],[ 0.01347758 -0.02213407  0.00513782],[0. 0. 0.],[-0.0078518   0.06603232  0.0020864 ],1.718414457485246,1.8336126416759952,2.223536661135338,0.0,0.0,0.0,0.0,0.6566202236333291,0.3111949674897512,1.0916129102005598,0.0,0.0,0.02641892217002162,0.0,0.06653023011071506
information_assimilation_augmentation,[1.08531332 0.04474725 1.31291461],"quaternion(0.976558804512024, 0.0176774524152279, -0.21422053873539, 0.0114004947245121)",[1.02391076 0.0748182  1.49808443],[0.72517413 0.02014126 2.10430646],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,119.7362,[-0.29873663 -0.05467694  0.60622203],0.0,[ 0.27203849  0.01471179 -0.12544665],[ 0.56282775  0.02999587 -0.30907687],[0. 0. 0.],[0. 0. 0.],[ 0.04058259 -0.01631382  0.0142295 ],[0. 0. 0.],[-0.00314688  0.06857555  0.0046343 ],1.7040105903599565,1.8161079143880012,2.2258456512138403,0.0,0.0,0.0,0.0,0.6780400406757998,0.2999303892515165,0.6428089465718474,0.0,0.0,0.04599528036818996,0.0,0.06880396150679238
information_assimilation_augmentation,[1.14363837 0.04790146 1.28601885],"quaternion(0.97740113735199, 0.00337075139395893, -0.210880160331726, -0.0143277673050761)",[1.02999628 0.07240455 1.48331845],[0.73387504 0.01664358 2.10735726],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,119.9506,[-0.29612124 -0.05576097  0.62403882],0.0,[ 0.3065578   0.04882005 -0.17734346],[-0.17132874 -0.00750154  0.07010301],[0. 0. 0.],[0. 0. 0.],[ 0.02942378 -0.01949015  0.0124548 ],[0. 0. 0.],[-9.69013659e-05  2.17391081e-02  1.89651531e-03],1.7216410063613372,1.8073097037845587,2.2315474930803063,0.0,0.0,0.0,0.0,0.6929801710244585,0.3575077392506234,0.18526803257723454,0.0,0.0,0.03742654646835857,0.0,0.021821892213052523
information_assimilation_augmentation,[1.21387076 0.05908613 1.24538946],"quaternion(0.968380451202393, 0.00799934566020966, -0.249248206615448, -0.00712134689092636)",[1.04506075 0.07023888 1.46023846],[0.74061602 0.01217839 2.11021066],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,120.1797,[-0.30444473 -0.05806049  0.6499722 ],0.0,[ 0.10097007  0.00355005 -0.15257547],[-0.04289073 -0.00186068  0.01694526],[0. 0. 0.],[0. 0. 0.],[ 0.09258014 -0.09861621 -0.06560478],[0. 0. 0.],[-0.01024173 -0.17547567 -0.02047202],1.7401058337536497,1.7970480878538884,2.236436769700551,0.0,0.0,0.0,0.0,0.7200843533681052,0.18299407399238515,0.046154289966848325,0.0,0.0,0.15033371523257327,0.0,0.17696244969522748
information_assimilation_augmentation,[1.24390936 0.06014227 1.19999826],"quaternion(0.964549779891968, 0.00979428738355637, -0.263686299324036, -0.00416348641738296)",[1.22587168 0.05610191 1.23374581],[ 0.76815861 -0.01715994  2.09069324],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,120.4772,[-0.45771307 -0.07326185  0.85694742],0.0,[-0.07009229  0.00389381 -0.05226918],[-0.1256452  -0.00530058  0.04013135],[0. 0. 0.],[0. 0. 0.],[ 0.0203103   0.03539246 -0.05507746],[0. 0. 0.],[-0.02756705 -0.00622216 -0.01525607],1.7294286364585112,1.7401257247556854,2.2274111262061753,0.0,0.0,0.0,0.0,0.974283036346783,0.08752232911331506,0.13200506896086417,0.0,0.0,0.06854677952615956,0.0,0.03211550131762229
information_assimilation_augmentation,[1.22942829 0.06094673 1.18919945],"quaternion(0.9631667137146, 0.0122083770111203, -0.26861372590065, 0.00274384557269514)",[1.227162   0.05647258 1.23044848],[ 0.77235472 -0.00984785  2.07931423],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,120.6838,[-0.45480728 -0.06632043  0.84886575],0.0,[-0.11064466  0.04669921  0.02096338],[ 0.14867401  0.00533011 -0.13970413],[0. 0. 0.],[0. 0. 0.],[-0.0066262   0.01996139 -0.00729417],[0. 0. 0.],[-0.01633851 -0.00057934 -0.00879915],1.711550102546757,1.7387119393622548,2.2181470807217165,0.0,0.0,0.0,0.0,0.9653088213059706,0.12191193200323377,0.2040823685868313,0.0,0.0,0.022261368888155057,0.0,0.018566296088827323
information_assimilation_augmentation,[1.19980872 0.07344811 1.19481134],"quaternion(0.964572668075562, 0.00211250293068588, -0.263693153858185, -0.00781251303851604)",[1.22652209 0.05714651 1.2266978 ],[ 0.77058089 -0.00450419  2.07736158],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,120.9515,[-0.4559412  -0.0616507   0.85066378],0.0,[-0.04893615 -0.02447968  0.02367816],[ 0.29649836 -0.00523661  0.25692271],[0. 0. 0.],[0. 0. 0.],[-0.01301858  0.00356706 -0.00515664],[0. 0. 0.],[0.00212497 0.00673984 0.00162741],1.6948479959331202,1.7356294692839194,2.215681913503086,0.0,0.0,0.0,0.0,0.9671153266994822,0.059620939808868546,0.39236204736159835,0.0,0.0,0.014449853406399293,0.0,0.007251852651602941
information_assimilation_augmentation,[1.18869042 0.06788632 1.20019102],"quaternion(0.97249174118042, 0.0154388612136245, -0.231330662965775, -0.0225320123136044)",[1.22262239 0.05858872 1.22413957],[ 0.76762307 -0.00369375  2.07618999],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,121.1787,[-0.45499933 -0.06228248  0.85205042],0.0,[-0.05261096 -0.0120073  -0.01074636],[-0.08933105  0.00376382 -0.09985156],[0. 0. 0.],[0. 0. 0.],[-0.01488452  0.00795991 -0.00721213],[0. 0. 0.],[-0.0031302   0.01052953 -0.00090187],1.6905774053997882,1.7311140482606,2.2135545421790606,0.0,0.0,0.0,0.0,0.9679325490206233,0.05502337730934683,0.13403184682882274,0.0,0.0,0.01835548486194393,0.0,0.011021912835390842
information_assimilation_augmentation,[1.17795253 0.06543563 1.19799769],"quaternion(0.970034956932068, 0.0111626302823424, -0.241955697536469, -0.0191068332642317)",[1.21753395 0.05955383 1.22208452],[ 7.64585137e-01 -2.06913427e-03  2.07471800e+00],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,121.3828,[-0.45294881 -0.06162296  0.85263348],0.0,[ 0.0449521  -0.01272066  0.02145195],[-0.26235736 -0.01604121  0.04985983],[0. 0. 0.],[0. 0. 0.],[-0.00413436  0.01566294 -0.00187552],[0. 0. 0.],[-0.01330966  0.01921092 -0.00568211],1.681384085727341,1.7261014303075621,2.21111950986793,0.0,0.0,0.0,0.0,0.9674419143285774,0.05140712445068903,0.2675344929058625,0.0,0.0,0.016307614544864023,0.0,0.024051881888238598
information_assimilation_augmentation,[1.18825555 0.06252006 1.20291448],"quaternion(0.971374034881592, 0.0136639773845673, -0.23712146282196, -0.00438969861716032)",[1.2124784  0.05989639 1.22029781],[7.63637543e-01 1.52081251e-03 2.07428813e+00],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,121.612,[-0.44884086 -0.05837558  0.85399032],0.0,[0.08135432 0.06336129 0.04102116],[-0.11931627 -0.00865094  0.09590354],[0. 0. 0.],[0. 0. 0.],[ 7.77915524e-03  1.30189257e-02 -4.70021842e-06],[0. 0. 0.],[-0.00760018  0.02241346 -0.00246241],1.691999776456623,1.7212838813591185,2.210388168396085,0.0,0.0,0.0,0.0,0.9665222623330629,0.11097708740813948,0.1533254743741944,0.0,0.0,0.015166004887213952,0.0,0.023794733224987555
information_assimilation_augmentation,[1.20476234 0.07537606 1.21123767],"quaternion(0.967725992202759, 0.0193902216851711, -0.251253426074982, 0.00145971414167434)",[1.20956695 0.06091561 1.21938789],[0.76521593 0.00416235 2.07428718],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,121.8149,[-0.44435102 -0.05675326  0.85489929],0.0,[ 0.05569529 -0.00065065 -0.0448318 ],[0.01349393 0.00153111 0.08429516],[0. 0. 0.],[0. 0. 0.],[-0.01751972 -0.00381652 -0.00597919],[0. 0. 0.],[ 0.00920314 -0.01404391  0.0038512 ],1.710038168183307,1.7186243754311705,2.210936461967271,0.0,0.0,0.0,0.0,0.9651536408527732,0.07150020436643464,0.08538210286632714,0.0,0.0,0.01890124344664219,0.0,0.017226744580147214
